NAME : sz1
VERTICES : 2931
DEPOT : 1
INDEX	NODES	COST	DEMAND
792405	2535	2530	539	
794301	2536	2541	538	
794302	1169	2536	662	
794303	2538	1169	705	
794304	1142	2538	505	
794305	2540	1142	706	
794401	1142	2540	706	
794402	2538	1142	505	
794403	1169	2538	705	
794404	2536	1169	662	
794405	2541	2536	538	
796301	2542	2543	579	
796401	2543	2542	572	
798301	814	2546	859	
798302	2545	814	629	
798402	2546	814	881	
799101	2547	1037	580	
799201	1037	2547	580	
800101	2549	2550	1236	
800201	2550	2549	1551	
801101	2331	2554	1517	
801102	1081	2331	2820	
801103	2527	1081	2974	
801201	1081	2527	2974	
801202	2331	1081	2820	
801203	2554	2331	1517	
802301	1019	1005	1104	
802401	1005	1019	1104	
805301	1029	2560	3054	
805302	2558	1029	1636	
805303	2559	2558	872	
805401	2558	2559	857	
805402	1029	2558	1636	
805403	2560	1029	2730	
806101	629	2566	901	
806102	679	629	480	
806103	570	679	853	
806104	631	570	549	
806105	674	631	613	
806201	631	674	614	
806202	570	631	560	
806203	679	570	848	
806204	629	679	465	
806205	2566	629	1029	
807101	2567	2568	1221	
807201	2568	2567	1218	
810301	2569	847	567	
810401	847	2569	567	
811301	1154	2370	628	
811302	2249	1154	1170	
811401	1154	2249	1184	
811402	2370	1154	623	
812301	2574	2494	819	
812401	2494	2574	820	
813301	2153	21	470	
813302	1745	2153	1417	
813303	2208	1745	503	
813304	1168	2208	571	
813305	2538	1168	737	
813306	2581	2538	414	
813307	2520	2581	674	
813308	1161	2520	510	
813401	2520	1161	508	
813402	2581	2520	690	
813403	2538	2581	400	
813404	1168	2538	730	
813405	2208	1168	570	
813406	1745	2208	460	
813407	2153	1745	1453	
813408	21	2153	470	
814101	2585	2587	1953	
814102	2586	2585	1425	
814201	2585	2586	1414	
814202	2587	2585	1963	
815301	2588	2590	804	
815302	2589	2588	764	
815401	2588	2589	914	
815402	2590	2588	624	
818301	2591	2592	891	
818401	2592	2591	891	
819101	2593	2599	815	
819102	2594	2593	814	
819103	2595	2594	1128	
819104	2596	2595	811	
819105	2467	2596	739	
819106	2598	2467	538	
819201	2467	2598	588	
819202	2596	2467	668	
819203	2595	2596	811	
819204	2594	2595	1120	
819205	2593	2594	813	
819206	2599	2593	831	
820301	2600	434	499	
820302	2601	2600	415	
820303	2602	2601	508	
820401	2601	2602	511	
820402	2600	2601	424	
820403	434	2600	493	
821101	1821	2606	709	
821102	2605	1821	1141	
821201	1821	2605	1426	
821202	2606	1821	710	
822101	2607	2608	1197	
822201	2608	2607	1197	
823101	2609	2610	985	
823201	2610	2609	964	
824301	2611	2612	1130	
824401	2612	2611	1130	
826301	2613	2616	1405	
826302	2614	2613	624	
826303	2615	2614	1124	
826401	2614	2615	1126	
826402	2613	2614	683	
826403	2616	2613	1361	
827301	160	182	696	
827302	1496	160	616	
827303	2619	1496	825	
827304	1564	2619	938	
827305	153	1564	995	
827306	147	153	1328	
827401	153	147	1345	
827402	1564	153	990	
827403	2619	1564	943	
827404	1496	2619	822	
827405	160	1496	622	
827406	182	160	683	
829101	1236	1298	1025	
829102	1543	1236	1436	
829103	120	1543	554	
829104	1385	120	1319	
829105	456	1385	548	
829106	2619	456	736	
829107	2630	2619	791	
829108	1413	2630	793	
829201	2630	1413	809	
829202	2619	2630	784	
829203	456	2619	738	
829204	1385	456	542	
829205	120	1385	1330	
829206	1543	120	560	
829207	1236	1543	1562	
829208	1298	1236	880	
830101	109	2634	1338	
830201	2634	109	1338	
831101	2635	1804	708	
831102	1966	2635	500	
831103	2637	1966	1088	
831201	1966	2637	1088	
831202	2635	1966	496	
831203	1804	2635	710	
832101	2639	1725	2154	
832201	1725	2639	2155	
834101	1839	2643	344	
834102	2642	1839	1073	
834201	1839	2642	1065	
834202	2643	1839	348	
835101	2644	2645	754	
835201	2645	2644	754	
836301	2646	2647	478	
836401	2647	2646	478	
837301	2648	2590	674	
837302	2649	2648	308	
837401	2649	0	533	
837402	2648	2649	473	
837403	2590	2648	1140	
838101	2651	1099	848	
838102	1150	2651	955	
838103	1143	1150	647	
838104	2581	1143	505	
838105	1170	2581	701	
838106	1747	1170	659	
838107	2155	1747	790	
838108	22	2155	335	
838201	2155	22	292	
838202	1747	2155	803	
838203	1170	1747	647	
838204	2581	1170	702	
838205	1143	2581	505	
838206	1150	1143	657	
838207	2651	1150	953	
838208	1099	2651	846	
841101	2660	2661	1591	
841201	2661	2660	1583	
843301	1549	436	920	
843302	1445	1549	576	
843303	2398	1445	930	
843304	168	2398	483	
843305	1512	168	715	
843306	161	1512	1241	
843307	1494	161	620	
843308	2630	1494	847	
843309	2670	2630	421	
843310	2671	2670	521	
843311	2672	2671	1022	
843312	2673	2672	1595	
843313	2674	2673	452	
843314	2675	2674	1706	
843315	2676	2675	2558	
843316	2677	2676	3885	
843401	2676	2677	3886	
843402	2675	2676	2963	
843403	2674	2675	1339	
843404	2673	2674	457	
843405	2672	2673	1603	
843406	2671	2672	1022	
843407	2670	2671	526	
843408	2630	2670	420	
843409	1494	2630	931	
843410	161	1494	673	
843411	1512	161	1188	
843412	168	1512	775	
843413	2398	168	423	
843414	1445	2398	1496	
843415	1549	1445	69	
843416	436	1549	852	
845301	2679	2681	643	
845302	2680	2679	775	
845401	2679	2680	776	
845402	2681	2679	637	
847301	2682	2683	1159	
847401	2683	2682	1158	
848301	1562	2685	774	
848401	2685	1562	768	
850101	1466	1561	1284	
850201	1561	1466	1278	
852101	1437	2689	794	
852201	2689	1437	792	
854101	2078	2131	1574	
854201	2131	2078	1569	
856301	2095	2693	810	
856401	2693	2095	809	
859101	2106	2114	805	
859201	2114	2106	812	
863101	2696	2697	3619	
863202	2697	2696	3174	
864301	2698	2702	1339	
864302	871	2698	1689	
864303	2700	871	1368	
864304	212	2700	2064	
864401	2700	212	1940	
864402	871	2700	1382	
864403	2698	871	1675	
864404	2702	2698	1348	
865101	2703	2702	228	
865201	2702	2703	228	
866301	2705	2707	383	
866302	2706	2705	634	
866401	2705	2706	638	
866402	2707	2705	382	
867301	2708	2698	554	
867401	2698	2708	553	
869101	265	2716	715	
869102	76	265	657	
869103	219	76	579	
869104	2410	219	613	
869105	2714	2423	562	
869201	2423	2714	574	
869202	219	2410	627	
869203	76	219	568	
869204	265	76	653	
869205	2716	265	708	
871301	888	2718	427	
871401	2718	888	432	
872301	867	2720	3441	
872401	2720	867	2833	
873301	2721	537	747	
873401	537	2721	815	
874301	2723	2724	2394	
874401	2724	2723	2401	
881301	2430	520	546	
881302	12	2430	425	
881303	616	12	867	
881304	587	616	742	
881305	2387	587	808	
881401	587	2387	779	
881402	616	587	756	
881403	12	616	843	
881404	2430	12	465	
881405	520	2430	551	
882101	2731	2732	424	
882201	2732	2731	428	
884301	439	2241	1797	
884401	2241	439	1797	
887301	2735	2736	1232	
887401	2736	2735	1222	
888101	1587	2738	795	
888201	2738	1587	800	
893312	990	1010	774	
893313	1655	990	1939	
893314	2741	1655	1128	
893315	1957	2741	918	
893316	2743	1957	430	
893317	1566	2743	953	
893318	1822	1566	653	
893319	1886	1822	647	
893320	757	1886	580	
893401	1886	757	590	
893402	1822	1886	657	
893403	1566	1822	657	
893404	2743	1566	1035	
893405	1957	2743	344	
893406	2741	1957	917	
893407	1655	2741	1113	
893408	990	1655	1946	
893409	1010	990	770	
894301	1020	2750	977	
894401	2750	1020	970	
896301	2585	998	1230	
896401	998	2585	1234	
897301	2753	2754	1308	
897401	2754	2753	1308	
900301	2755	2558	1962	
900401	2558	2755	1962	
904301	2757	2758	911	
904401	2758	2757	912	
2001101	2759	2762	695	
2001102	2760	2759	353	
2001103	2761	2760	336	
2001201	2760	2761	337	
2001202	2759	2760	353	
2001203	2762	2759	695	
2003101	2763	1662	3835	
2003102	2764	2763	1482	
2003103	1933	2764	1781	
2003104	2766	1933	3367	
2003105	1807	2766	406	
2003106	1869	1807	1612	
2003107	2769	1869	1747	
2003201	1869	2769	1736	
2003202	1807	1869	1613	
2003203	2766	1807	458	
2003204	1933	2766	3327	
2003205	2764	1933	1777	
2003206	2763	2764	1475	
2003207	1662	2763	3827	
2004101	764	2763	1522	
2004201	2763	764	1541	
2005101	2773	300	616	
2005102	300	2773	1334	
2005201	2773	300	1291	
2005202	300	2773	621	
2006301	2775	2773	451	
2006401	2773	2775	453	
2007301	2777	2778	1310	
2007401	2778	2777	1310	
2008101	829	2782	1024	
2008102	858	829	417	
2008103	2781	858	411	
2008201	858	2781	413	
2008202	829	858	419	
2008203	2782	829	1015	
2009301	2782	2785	571	
2009302	2784	2782	622	
2009401	2782	2784	627	
2009402	2785	2782	566	
2010301	2786	738	141	
2010302	2781	2786	453	
2010401	2786	2781	455	
2010402	738	2786	141	
2011301	289	889	492	
2011302	2790	289	557	
2011401	289	2790	568	
2011402	889	289	488	
2012101	2792	2793	433	
2012201	2793	2792	433	
2013301	890	290	662	
2013401	290	890	662	
2014301	1584	2798	474	
2014302	2797	1584	560	
2014401	1584	2797	560	
2014402	2798	1584	475	
2015101	2799	2800	538	
2015201	2800	2799	538	
2016301	2801	2805	926	
2016302	2802	2801	801	
2016303	2803	2802	1612	
2016304	2804	2803	801	
2016401	2803	2804	803	
2016402	2802	2803	1589	
2016403	2801	2802	553	
2016404	2805	2801	919	
2017301	2806	2801	1026	
2017302	2807	2806	3009	
2017401	2806	2807	3031	
2017402	2801	2806	1003	
2018301	2809	2810	1164	
2018401	2810	2809	912	
2019101	2806	2814	290	
2019102	2802	2806	535	
2019103	2809	2802	1141	
2019201	2802	2809	1126	
2019202	2806	2802	281	
2019203	2814	2806	293	
2020101	2815	2816	4124	
2020201	2816	2815	4228	
2021301	2817	2815	2983	
2021401	2815	2817	2561	
2022301	2819	2820	1169	
2022401	2820	2819	1137	
2023101	2821	2822	1227	
2023201	2822	2821	1220	
2024301	2823	2822	1960	
2024401	2822	2823	2104	
2025101	2825	462	4704	
2025201	462	2825	4697	
2026301	2827	2828	6564	
2026401	2828	2827	6556	
2027301	2829	2830	1740	
2027401	2830	2829	1739	
2028301	2831	2832	1170	
2028401	2832	2831	1148	
2029101	2833	2835	3705	
2029102	2350	2833	2607	
2029201	2833	2350	2639	
2029202	2835	2833	3725	
2030301	2836	2833	4345	
2030401	2833	2836	4391	
2031101	1981	2840	3872	
2031102	2839	1981	353	
2031201	1981	2839	328	
2031202	2840	1981	3870	
2032301	2841	2843	737	
2032302	2842	2841	1783	
2032401	2841	2842	1770	
2032402	2843	2841	732	
2033101	2844	2845	5997	
2033201	2845	2844	5997	
2034301	2846	2847	1447	
2034401	2847	2846	1375	
2035101	2848	2849	2908	
2035201	2849	2848	2888	
3458301	2850	2696	3991	
3458302	2851	2850	4444	
3458303	2852	2851	2051	
3458304	2853	2852	14057	
3458305	2854	2853	8837	
3458409	2853	2854	8967	
3458410	2852	2853	14101	
3458411	2851	2852	1893	
3458412	2850	2851	4133	
3458413	2696	2850	4301	
3475301	2856	2862	5798	
3475302	2857	2856	3881	
3475303	2858	2857	2157	
3475304	2859	2858	1653	
3475305	2860	2859	865	
3475306	2861	2860	1740	
3475419	2860	2861	1547	
3475420	2859	2860	923	
3475421	2858	2859	1377	
3475422	2857	2858	2498	
3475423	2856	2857	3797	
3475424	2862	2856	5810	
3476101	2863	2868	1826	
3476102	2864	2863	4640	
3476103	2865	2864	1277	
3476104	2866	2865	3218	
3476105	2867	2866	2491	
3476201	2866	2867	2455	
3476202	2865	2866	3410	
3476203	2864	2865	1305	
3476204	2863	2864	4422	
3476205	2868	2863	1895	
3477301	2869	2305	5540	
3477302	2870	2869	1474	
3477303	2871	2870	3638	
3477304	2872	2871	2052	
3477305	2873	2872	3450	
3477401	2872	2873	3334	
3477402	2871	2872	2143	
3477403	2870	2871	4004	
3477404	2869	2870	1109	
3477405	2305	2869	5762	
3479108	2875	2883	2048	
3479109	2876	2875	9871	
3479110	2877	2876	3219	
3479111	2878	2877	4273	
3479112	2879	2878	3851	
3479113	2880	2879	3107	
3479114	2881	2880	4736	
3479115	2882	2881	1400	
3479203	2881	2882	1798	
3479204	2880	2881	4417	
3479205	2879	2880	3182	
3479206	2878	2879	3727	
3479207	2877	2878	4121	
3479208	2876	2877	3309	
3479209	2875	2876	9763	
3479210	2883	2875	2184	
3480301	2884	2890	1755	
3480302	2885	2884	753	
3480303	2886	2885	7445	
3480304	2887	2886	4002	
3480305	2888	2887	5060	
3480306	2889	2888	2146	
3480401	2888	2889	2110	
3480402	2887	2888	5098	
3480403	2886	2887	3952	
3480404	2885	2886	7504	
3480405	2884	2885	725	
3480406	2890	2884	1783	
3482301	2891	2897	4022	
3482302	2892	2891	2204	
3482303	2893	2892	6083	
3482304	2894	2893	8027	
3482305	2895	2894	6163	
3482306	2896	2895	3010	
3482401	2895	2896	3024	
3482402	2894	2895	6290	
3482403	2893	2894	7892	
3482404	2892	2893	6406	
3482405	2891	2892	2020	
3482406	2897	2891	3895	
3501301	2898	2901	8306	
3501302	2899	2898	6453	
3501303	2900	2899	5139	
3501404	2899	2900	4760	
3501405	2898	2899	6046	
3501406	2901	2898	8601	
3502301	2902	2911	6690	
3502302	2903	2902	2888	
3502303	2904	2903	5419	
3502304	2905	2904	5558	
3502305	2906	2905	6169	
3502306	2907	2906	3341	
3502307	2908	2907	6817	
3502308	2909	2908	3158	
3502309	2910	2909	7711	
3502413	2909	2910	7589	
3502414	2908	2909	3776	
3502415	2907	2908	6101	
3502416	2906	2907	3549	
3502417	2905	2906	5679	
3502418	2904	2905	5039	
3502419	2903	2904	6453	
3502420	2902	2903	2832	
3502421	2911	2902	6289	
3517301	2912	501	7893	
3517302	2913	2912	7074	
3517303	2914	2913	3900	
3517401	2913	2914	3541	
3517402	2912	2913	6140	
3517403	501	2912	9135	
3518101	2916	2901	2353	
3518102	2917	2916	4761	
3518103	2918	2917	2569	
3518104	2919	2918	3239	
3518105	2920	2919	2764	
3518106	2921	2920	3996	
3518107	2922	2921	2720	
3518108	2923	2922	6395	
3518109	2924	2923	2574	
3518110	2925	2924	3802	
3518111	2926	2925	3234	
3518112	2927	2926	5130	
3518201	2926	2927	5339	
3518202	2925	2926	2593	
3518203	2924	2925	3902	
3518204	2923	2924	2506	
3518205	2922	2923	6778	
3518206	2921	2922	2829	
3518207	2920	2921	3739	
3518208	2919	2920	2800	
3518209	2918	2919	2834	
3518210	2917	2918	2874	
3518211	2916	2917	4249	
3518212	2901	2916	3086	
3519121	2929	2931	6379	
3519122	2930	2929	6002	
3519201	2929	2930	6401	
3519202	2931	2929	6652	
